record_id,epoch_index,prob_wake,prob_n1,prob_n2,prob_n3,prob_rem
SC4001,0,0.8418159254431198,0.1164154582089457,0.0069356780995883,0.002079650022606,0.03275328822574
SC4001,1,0.9671453659657664,0.010743868761867,0.0146671223729069,0.0044544346529865,0.0029892082464729
SC4001,2,0.9889062400976484,0.0028423711287,0.0038034786421507,0.0015906891898947,0.0028572209416061
SC4001,3,0.8504186928825539,0.0591452101149485,0.0561529734236852,0.0104850633905778,0.0237980601882344
SC4001,4,0.6718993713826298,0.0995807815332233,0.1310213678033931,0.025991141935521,0.0715073373452327
SC4001,5,0.9586676546251586,0.0088761166053219,0.0107093681059803,0.0132345532969688,0.0085123073665702
SC4001,6,0.98265160089427,0.0022095078308175,0.0062509854898463,0.005446419628257,0.0034414861568091
SC4001,7,0.8755899359403946,0.0043680913448124,0.0184745275281624,0.0093166611657358,0.0922507840208946
SC4001,8,0.9448701357051532,0.0077271769769298,0.0228547641924444,0.009094733096497,0.0154531900289753
SC4001,9,0.9515435664369224,0.0048145238601261,0.0144012744633921,0.0025058747665557,0.0267347604730034
SC4001,10,0.9688006112757545,0.0026798656987957,0.0087293281868785,0.0077052866873587,0.0120849081512124
SC4001,11,0.9505712054628768,0.0029411138373001,0.010694318523203,0.0283734468740878,0.0074199153025321
SC4001,12,0.952822985315544,0.0093157092712687,0.00950864203453,0.0097001176880983,0.0186525456905587
SC4001,13,0.9082981388467024,0.0262271233908025,0.019497867762984,0.0065787614171881,0.0393981085823227
SC4001,14,0.7743558332765523,0.020664154275874,0.067947419772072,0.0077791556182321,0.1292534370572694
SC4001,15,0.8536349613766974,0.0115889180619204,0.1103469559915804,0.0041551022254023,0.0202740623443993
SC4001,16,0.9281671551641923,0.0084374226125596,0.0174037256497227,0.0017315433335285,0.0442601532399965
SC4001,17,0.9039515237404974,0.0098812932605771,0.0249772078280049,0.0018347941342137,0.0593551810367068
SC4001,18,0.9393836800162416,0.0026102486570291,0.0062143076305976,0.006647321295648,0.0451444424004836
SC4001,19,0.9277765375869608,0.0074588432284998,0.0388427890672056,0.0041109885822591,0.0218108415350746
SC4001,20,0.7763539785961763,0.0105682296807376,0.0142219336940435,0.000436870330728,0.1984189876983145
SC4001,21,0.5104132805017682,0.0088967383366509,0.0130222209943899,0.0008505342596111,0.4668172259075798
SC4001,22,0.9557981231143244,0.0191662782218372,0.0105697131179126,0.0004917929823774,0.013974092563548
SC4001,23,0.8872736765498239,0.0235605057777358,0.0127589677910113,0.0005379027190147,0.0758689471624141
SC4001,24,0.9333376450768064,0.0158466477237939,0.0224717933264137,0.0012870372858989,0.0270568765870868
SC4001,25,0.8895845889174664,0.0136190827692589,0.025261595622609,0.0101627733757868,0.0613719593148786
SC4001,26,0.7950811310942547,0.0131333061413604,0.0198088552817352,0.003289288129761,0.1686874193528887
SC4001,27,0.6258488351888878,0.0628857633321263,0.0689830083191169,0.0006047967625873,0.2416775963972816
SC4001,28,0.7653238454186754,0.0111650293807506,0.0114080435577809,0.0085914132903174,0.2035116683524755
SC4001,29,0.8386508211253313,0.0315215270502612,0.0189240819932144,0.0140707646134131,0.0968328052177798
SC4001,30,0.905513551859768,0.0235242437786266,0.0251093306138808,0.0051978776341467,0.0406549961135777
SC4001,31,0.8783938791263496,0.0273398409755005,0.0294850625242114,0.0012678455076,0.0635133718663383
SC4001,32,0.9275850545243568,0.010141502937115,0.0164921799976055,0.004639690398688,0.0411415721422344
SC4001,33,0.8939965303386241,0.0086327731130612,0.0242907799980293,0.0037653741045941,0.069314542445691
SC4001,34,0.8029195620362517,0.0201649615670924,0.0354254042361818,0.0035411157620433,0.1379489563984307
SC4001,35,0.9231487654981602,0.0158197600273439,0.0200038844149276,0.0060451795055438,0.0349824105540244
SC4001,36,0.9561698793058396,0.0059012670671698,0.0132654372468913,0.0026263615996546,0.0220370547804443
SC4001,37,0.8282737239999097,0.0106981648169942,0.0077177521036951,0.0065937705020855,0.1467165885773154
SC4001,38,0.8986412689390786,0.0127960099291648,0.0121201308999332,0.0008381938978409,0.0756043963339823
SC4001,39,0.9707775446882194,0.0028812041841047,0.0050525035900912,0.0021393910604331,0.0191493564771514
SC4001,40,0.9469899671001828,0.0039801795545467,0.0096606929533071,0.0041432252875283,0.0352259351044348
SC4001,41,0.9888855191501374,0.0008703200914911,0.0016490820706993,0.0010256548772826,0.0075694238103895
SC4001,42,0.992879610178418,0.0018797749457674,0.0015928382987422,0.0004671414416013,0.0031806351354709
SC4001,43,0.9849019195659054,0.0019418970987367,0.0029730271506695,0.0031860701487382,0.0069970860359499
SC4001,44,0.9074681198551054,0.0033504798591603,0.0046669299498902,0.0004271629918632,0.0840873073439808
SC4001,45,0.9541600872017184,0.0104442655857137,0.017140374436973,0.0034501968794734,0.0148050758961214
SC4001,46,0.9723575440884976,0.0060694408710971,0.0106402955844563,0.0006350626614714,0.0102976567944775
SC4001,47,0.9788795161153402,0.0070726165189438,0.0066897616158502,0.0010088328473697,0.0063492729024959
SC4001,48,0.9758891248121212,0.0097023811629643,0.0094725010281515,0.0017942908773775,0.0031417021193852
SC4001,49,0.9334566967065032,0.0339449913736464,0.015372240429684,0.0043591969962878,0.0128668744938783
SC4001,50,0.9040520533186752,0.0315262844577442,0.0306304641803899,0.0045611189627435,0.0292300790804469
SC4001,51,0.9360218105173372,0.0065218795628239,0.021438877989664,0.0077812100201785,0.0282362219099964
SC4001,52,0.9578247662566336,0.0068895376805486,0.018166824763077,0.0043697898212419,0.0127490814784985
SC4001,53,0.939019333603011,0.0148108532065672,0.0243260570692102,0.0048004707706294,0.017043285350582
SC4001,54,0.9569966406124334,0.0063643756207446,0.0165077304679319,0.0012217230147823,0.0189095302841077
SC4001,55,0.979655735508565,0.0065580520919693,0.0057899133706487,0.0005260871392644,0.0074702118895523
SC4001,56,0.9822535153113848,0.0044464960222272,0.0047209284253695,0.0002216424642358,0.0083574177767827
SC4001,57,0.9135489230219388,0.0234912689274255,0.0128153479934048,0.0008456392179348,0.0492988208392961
SC4001,58,0.93701765330548,0.0155890633750282,0.0076885223019672,0.0009993160013762,0.0387054450161483
SC4001,59,0.9819148635808714,0.0026930183108541,0.0010986392167932,9.728569425903336e-05,0.0141961931972221
SC4001,60,0.932858810788702,0.0437738587002365,0.004140707737122,0.0005048551170674,0.0187217676568719
SC4001,61,0.9467166410453196,0.0131172551182859,0.0092442759948486,0.0014076564056151,0.0295141714359309
SC4001,62,0.9213658777209192,0.0088128545139084,0.0195873217211904,0.0013653995486814,0.0488685464953004
SC4001,63,0.94816349934211,0.0057685283177811,0.0108260547662314,0.0025632674608755,0.0326786501130018
SC4001,64,0.8539789499330082,0.0079285616433156,0.0131240433122865,0.002635127871707,0.1223333172396824
SC4001,65,0.9459739634896848,0.0079980898979034,0.0237123434314039,0.0078749708068593,0.0144406323741486
SC4001,66,0.8904214905467116,0.0204145095877759,0.0540844537798012,0.0050296251204286,0.0300499209652825
SC4001,67,0.6944890047184263,0.0284557035100934,0.1167626398372899,0.0195091511730596,0.1407835007611307
SC4001,68,0.578767214630572,0.0132750233740559,0.0997564526422045,0.0109895578122155,0.297211751540952
SC4001,69,0.5925826213711851,0.0286929358546021,0.1097765281737633,0.0612388912690364,0.2077090233314128
SC4001,70,0.7579772931324444,0.0137002711718676,0.0285119931424354,0.0088440868148836,0.1909663557383688
SC4001,71,0.8917672621722014,0.0170537910536525,0.0391418055932972,0.013897880558271,0.0381392606225778
SC4001,72,0.9462846546636784,0.0074360286551837,0.0122845716165819,0.0035092039691445,0.0304855410954115
SC4001,73,0.8293053988165444,0.0249362136958108,0.033424383507432,0.0058917404337386,0.106442263546474
SC4001,74,0.8853480783392746,0.0224714318929857,0.0195771834549208,0.0057970718903757,0.0668062344224429
SC4001,75,0.8211121999881048,0.0277696030162522,0.0343848379820185,0.001251975802504,0.1154813832111203
SC4001,76,0.9276814382291596,0.0107872027900296,0.0120259753580047,0.0083723484224724,0.0411330352003334
SC4001,77,0.9344217270273288,0.004767983910364,0.0063551407629106,0.0048938260981549,0.0495613222012416
SC4001,78,0.9686181663262956,0.0038464759193022,0.0077072783056679,0.0024076656289919,0.0174204138197421
SC4001,79,0.9509068202243692,0.0094665974916216,0.0114037101153525,0.000583764073015,0.0276391080956416
SC4001,80,0.9603090308698669,0.0180885659842127,0.0077900539887041,0.0021373038860813,0.0116750452711349
SC4001,81,0.9567410440402874,0.0134579958960756,0.0085898013360631,0.0002801170195484,0.0209310417080253
SC4001,82,0.9776807252848926,0.0036017518119215,0.0035352421739105,0.0006511222976534,0.014531158431622
SC4001,83,0.935504772250538,0.0097949633642778,0.0094183321612538,0.0024659833617038,0.0428159488622263
SC4001,84,0.9073072266186522,0.0396286834481423,0.038522049502712,0.0039418993933397,0.0106001410371536
SC4001,85,0.9165862497595402,0.0388344138333322,0.0351967753078726,0.0024688484815372,0.0069137126177176
SC4001,86,0.922802784485084,0.026367740644767,0.0329078210596407,0.0052328412414525,0.0126888125690557
SC4001,87,0.9514621619647304,0.0116182946846854,0.0187017822496175,0.0107912475048349,0.0074265135961314
SC4001,88,0.95852078673274,0.0059309620581798,0.0190722121667484,0.0107437969679924,0.005732242074339
SC4001,89,0.9016390696682908,0.0187298428807428,0.0345794707506878,0.0107959137580218,0.0342557029422567
SC4001,90,0.9522581197778412,0.006333851800381,0.0190414456147119,0.0155608203155425,0.0068057624915232
SC4001,91,0.94408499633583,0.0104670597195471,0.0260383560914542,0.0106255657264694,0.0087840221266992
SC4001,92,0.9453091100455429,0.0052689040455922,0.0168397226261514,0.0212408547955642,0.0113414084871492
SC4001,93,0.9488888354452812,0.0134885121991841,0.0171607535601173,0.0130814106187085,0.0073804881767087
SC4001,94,0.939470090733047,0.0070895259916148,0.0242680263230695,0.0176872555724812,0.0114851013797872
SC4001,95,0.9386572053230114,0.0096916902101241,0.0275027799940616,0.0174849182078373,0.0066634062649654
SC4001,96,0.9284264865402404,0.0283538275931731,0.0226949193378469,0.0144683794836776,0.0060563870450618
SC4001,97,0.8665288463637473,0.0392620226502378,0.0761239273788405,0.0115231442798143,0.0065620593273599
SC4001,98,0.7908039516191617,0.0667690547013014,0.1127177774433336,0.0280209535026768,0.0016882627335263
SC4001,99,0.9248831062382692,0.0201429779565354,0.04270947592704,0.0085604095098359,0.0037040303683194
SC4001,100,0.9109511303597488,0.0311326464322939,0.0439537036982996,0.0100996535238278,0.0038628659858296
SC4001,101,0.8821981311289167,0.0308534308273988,0.0639092995114037,0.0147982095664308,0.0082409289658499
SC4001,102,0.8312284024896803,0.0340810639251766,0.1143510607067583,0.0166382779785001,0.0037011948998846
SC4001,103,0.885435853824685,0.0217389712090826,0.0790705641235279,0.0127536759790717,0.0010009348636324
SC4001,104,0.944156714289922,0.012970331653775,0.0333448220089882,0.0086162067327391,0.0009119253145756
SC4001,105,0.9661541871281706,0.0118152769043156,0.0190447354811406,0.0028527613557474,0.0001330391306255
