record_id,epoch_index,onset_seconds,rk_label,mapped_stage,included
SC4001,0,0.0,W,WAKE,True
SC4001,1,30.0,W,WAKE,True
SC4001,2,60.0,W,WAKE,True
SC4001,3,90.0,W,WAKE,True
SC4001,4,120.0,W,WAKE,True
SC4001,5,150.0,W,WAKE,True
SC4001,6,180.0,W,WAKE,True
SC4001,7,210.0,W,WAKE,True
SC4001,8,240.0,W,WAKE,True
SC4001,9,270.0,W,WAKE,True
SC4001,10,300.0,W,WAKE,True
SC4001,11,330.0,W,WAKE,True
SC4001,12,360.0,W,WAKE,True
SC4001,13,390.0,W,WAKE,True
SC4001,14,420.0,W,WAKE,True
SC4001,15,450.0,W,WAKE,True
SC4001,16,480.0,W,WAKE,True
SC4001,17,510.0,W,WAKE,True
SC4001,18,540.0,W,WAKE,True
SC4001,19,570.0,W,WAKE,True
SC4001,20,600.0,W,WAKE,True
SC4001,21,630.0,W,WAKE,True
SC4001,22,660.0,W,WAKE,True
SC4001,23,690.0,W,WAKE,True
SC4001,24,720.0,W,WAKE,True
SC4001,25,750.0,W,WAKE,True
SC4001,26,780.0,W,WAKE,True
SC4001,27,810.0,W,WAKE,True
SC4001,28,840.0,W,WAKE,True
SC4001,29,870.0,W,WAKE,True
SC4001,30,900.0,W,WAKE,True
SC4001,31,930.0,W,WAKE,True
SC4001,32,960.0,W,WAKE,True
SC4001,33,990.0,W,WAKE,True
SC4001,34,1020.0,W,WAKE,True
SC4001,35,1050.0,W,WAKE,True
SC4001,36,1080.0,W,WAKE,True
SC4001,37,1110.0,W,WAKE,True
SC4001,38,1140.0,W,WAKE,True
SC4001,39,1170.0,W,WAKE,True
SC4001,40,1200.0,W,WAKE,True
SC4001,41,1230.0,W,WAKE,True
SC4001,42,1260.0,W,WAKE,True
SC4001,43,1290.0,W,WAKE,True
SC4001,44,1320.0,W,WAKE,True
SC4001,45,1350.0,W,WAKE,True
SC4001,46,1380.0,W,WAKE,True
SC4001,47,1410.0,W,WAKE,True
SC4001,48,1440.0,W,WAKE,True
SC4001,49,1470.0,W,WAKE,True
SC4001,50,1500.0,W,WAKE,True
SC4001,51,1530.0,W,WAKE,True
SC4001,52,1560.0,W,WAKE,True
SC4001,53,1590.0,W,WAKE,True
SC4001,54,1620.0,W,WAKE,True
SC4001,55,1650.0,W,WAKE,True
SC4001,56,1680.0,W,WAKE,True
SC4001,57,1710.0,W,WAKE,True
SC4001,58,1740.0,W,WAKE,True
SC4001,59,1770.0,W,WAKE,True
SC4001,60,1800.0,W,WAKE,True
SC4001,61,1830.0,W,WAKE,True
SC4001,62,1860.0,W,WAKE,True
SC4001,63,1890.0,W,WAKE,True
SC4001,64,1920.0,W,WAKE,True
SC4001,65,1950.0,W,WAKE,True
SC4001,66,1980.0,W,WAKE,True
SC4001,67,2010.0,W,WAKE,True
SC4001,68,2040.0,W,WAKE,True
SC4001,69,2070.0,W,WAKE,True
SC4001,70,2100.0,W,WAKE,True
SC4001,71,2130.0,W,WAKE,True
SC4001,72,2160.0,W,WAKE,True
SC4001,73,2190.0,W,WAKE,True
SC4001,74,2220.0,W,WAKE,True
SC4001,75,2250.0,W,WAKE,True
SC4001,76,2280.0,W,WAKE,True
SC4001,77,2310.0,W,WAKE,True
SC4001,78,2340.0,W,WAKE,True
SC4001,79,2370.0,W,WAKE,True
SC4001,80,2400.0,W,WAKE,True
SC4001,81,2430.0,W,WAKE,True
SC4001,82,2460.0,W,WAKE,True
SC4001,83,2490.0,W,WAKE,True
SC4001,84,2520.0,W,WAKE,True
SC4001,85,2550.0,W,WAKE,True
SC4001,86,2580.0,W,WAKE,True
SC4001,87,2610.0,W,WAKE,True
SC4001,88,2640.0,W,WAKE,True
SC4001,89,2670.0,W,WAKE,True
SC4001,90,2700.0,W,WAKE,True
SC4001,91,2730.0,W,WAKE,True
SC4001,92,2760.0,W,WAKE,True
SC4001,93,2790.0,W,WAKE,True
SC4001,94,2820.0,W,WAKE,True
SC4001,95,2850.0,W,WAKE,True
SC4001,96,2880.0,W,WAKE,True
SC4001,97,2910.0,W,WAKE,True
SC4001,98,2940.0,W,WAKE,True
SC4001,99,2970.0,W,WAKE,True
SC4001,100,3000.0,W,WAKE,True
SC4001,101,3030.0,W,WAKE,True
SC4001,102,3060.0,W,WAKE,True
SC4001,103,3090.0,W,WAKE,True
SC4001,104,3120.0,W,WAKE,True
SC4001,105,3150.0,W,WAKE,True
SC4001,106,3180.0,W,WAKE,True
SC4001,107,3210.0,W,WAKE,True
SC4001,108,3240.0,W,WAKE,True
SC4001,109,3270.0,W,WAKE,True
SC4001,110,3300.0,W,WAKE,True
SC4001,111,3330.0,W,WAKE,True
SC4001,112,3360.0,W,WAKE,True
SC4001,113,3390.0,W,WAKE,True
SC4001,114,3420.0,W,WAKE,True
SC4001,115,3450.0,W,WAKE,True
SC4001,116,3480.0,W,WAKE,True
SC4001,117,3510.0,W,WAKE,True
SC4001,118,3540.0,W,WAKE,True
SC4001,119,3570.0,W,WAKE,True
SC4001,120,3600.0,W,WAKE,True
SC4001,121,3630.0,W,WAKE,True
SC4001,122,3660.0,W,WAKE,True
SC4001,123,3690.0,W,WAKE,True
SC4001,124,3720.0,W,WAKE,True
SC4001,125,3750.0,W,WAKE,True
SC4001,126,3780.0,W,WAKE,True
SC4001,127,3810.0,W,WAKE,True
SC4001,128,3840.0,W,WAKE,True
SC4001,129,3870.0,W,WAKE,True
SC4001,130,3900.0,W,WAKE,True
SC4001,131,3930.0,W,WAKE,True
SC4001,132,3960.0,W,WAKE,True
SC4001,133,3990.0,W,WAKE,True
SC4001,134,4020.0,W,WAKE,True
SC4001,135,4050.0,W,WAKE,True
SC4001,136,4080.0,W,WAKE,True
SC4001,137,4110.0,W,WAKE,True
SC4001,138,4140.0,W,WAKE,True
SC4001,139,4170.0,W,WAKE,True
SC4001,140,4200.0,W,WAKE,True
SC4001,141,4230.0,W,WAKE,True
SC4001,142,4260.0,W,WAKE,True
SC4001,143,4290.0,W,WAKE,True
SC4001,144,4320.0,W,WAKE,True
SC4001,145,4350.0,W,WAKE,True
SC4001,146,4380.0,W,WAKE,True
SC4001,147,4410.0,W,WAKE,True
SC4001,148,4440.0,W,WAKE,True
SC4001,149,4470.0,W,WAKE,True
SC4001,150,4500.0,W,WAKE,True
SC4001,151,4530.0,W,WAKE,True
SC4001,152,4560.0,W,WAKE,True
SC4001,153,4590.0,W,WAKE,True
SC4001,154,4620.0,W,WAKE,True
SC4001,155,4650.0,W,WAKE,True
SC4001,156,4680.0,W,WAKE,True
SC4001,157,4710.0,W,WAKE,True
SC4001,158,4740.0,W,WAKE,True
SC4001,159,4770.0,W,WAKE,True
SC4001,160,4800.0,W,WAKE,True
SC4001,161,4830.0,W,WAKE,True
SC4001,162,4860.0,W,WAKE,True
SC4001,163,4890.0,W,WAKE,True
SC4001,164,4920.0,W,WAKE,True
SC4001,165,4950.0,W,WAKE,True
SC4001,166,4980.0,W,WAKE,True
SC4001,167,5010.0,W,WAKE,True
SC4001,168,5040.0,W,WAKE,True
SC4001,169,5070.0,W,WAKE,True
SC4001,170,5100.0,W,WAKE,True
SC4001,171,5130.0,W,WAKE,True
SC4001,172,5160.0,W,WAKE,True
SC4001,173,5190.0,W,WAKE,True
